カメラ名,メーカー名,発売年,Wikipedia_URL,統合処理日,年度タグ,重複チェックメモ,センサー種別,センサーサイズ,解像度,重量,発売年月,ISO感度,連写性能,価格,レンズマウント,記録メディア,Wikipedia要約,画像URL,データ品質スコア
Fujifilm X-T30,Fujifilm,2019,https://en.wikipedia.org/wiki/Fujifilm_X-T30,2025-08-27T22:49:38.415024,2019,,CMOS,,6240×4160,,Start date and age20190214dfyesbryes,,,,[[Fujifilm X-mountFujifilm X]],"[[SD CardSD]], [[SDHC]], [[SDXC]], [[Ultra High SpeedUHS-I]]","The Fujifilm X-T30 is a mirrorless interchangeable-lens camera announced by Fujifilm on February 14, 2019. The X-T30 is a successor to the X-T20, which was released in 2017. It is sold in three finishes: black, silver (as shown in the photo here) and charcoal silver.
The X-T30 was succeeded by the XT-30 II which was announced on September 2, 2021.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Fujifilm_X-T30_27_Mar_2019b.jpg/330px-Fujifilm_X-T30_27_Mar_2019b.jpg,3
Leica M-E (Typ 240),Leica,2019,https://en.wikipedia.org/wiki/Leica_M-E_(Typ_240),2025-08-27T22:49:38.415026,2019,,CMOS,,5976×3992,680g,,,,,Leica M,,"The Leica M-E (Typ 240) is a digital rangefinder camera announced by Leica Camera on June 24, 2019. The Leica M-E (Typ 240) is part of the long running Leica M mount line. It features a 24 Megapixels full-frame CMOS sensor (with a top ISO of 6400), Leica's Maestro processor, and a 2GB buffer for sustained burst capture. Video can be captured at 1080/30p. As with all Leica M-series models, the camera is hand-built and weather-sealed. The camera is finished in ""Anthracite Paint"" with black leather",,3
Leica Q2,Leica,2019,https://en.wikipedia.org/wiki/Leica_Q2,2025-08-27T22:49:38.415029,2019,,,,47MP,,7 March 2019,,,,,,"The Leica Q2 is a full-frame fixed-lens camera introduced in 2019. It was succeeded by the Leica Q3 in 2023.
The Q2 itself succeeded the original Leica Q and Leica Q-P. The Q2 has a stabilized 28 mm f/1.7 Summilux lens with digital crop modes corresponding to 35 mm equivalent focal lengths of 35, 50, and 75 mm. The Q2 features a 47.3MP CMOS full frame sensor, measuring 36 x 24 mm. It is capable of DCI and UHD 4K video recording at ISO sensitivities up to 50,000 and a maximum of 10 frames per sec",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Leica_Q2_%2840794004333%29.jpg/330px-Leica_Q2_%2840794004333%29.jpg,2
Leica SL2,Leica,2019,https://en.wikipedia.org/wiki/Leica_SL2,2025-08-27T22:49:38.415031,2019,,CMOS,,8368×5584,,,,,,Leica L mount,"UHS-II (recommended), UHS-I, SD/SDHC/SDXC memory card","The Leica SL2 is a full-frame mirrorless interchangeable-lens camera released by Leica Camera on 6 November 2019. The camera uses the Leica L-Mount lenses range and is part of the L-Mount Alliance of camera bodies that Leica co-developed with Panasonic and Sigma.
The camera has 47 MP full frame CMOS sensor with sensor-shift image stabilization built into the camera. With this technology the camera can move the sensor in order to produce 187 MP images. The Leica SL2 succeeded the Leica SL (Typ 60",,2
Nikon Z50,Nikon,2019,https://en.wikipedia.org/wiki/Nikon_Z50,2025-08-27T22:49:38.415033,2019,,CMOS,,"5,568×3,712",395g,Start date and age20191010,ISO 100–51200,,,[[Nikon Z-mount]],,"The Z50 is an upper entry-level APS-C mirrorless camera (1.5x APS crop) announced by Nikon on October 10, 2019. It is Nikon's first Z-mount crop sensor camera body. With its introduction, Nikon also announced two crop-sensor Z-mount lenses, the Nikkor Z DX 16-50 mm f/3.5–6.3 VR and the Nikkor Z DX 50-250 mm f/4.5–6.3 VR. It is the third Z-mount camera body after the Nikon Z7 and Nikon Z6. The camera yields a 20-megapixel still image and 4K video (up to 30 fps and 30 minutes time limit per clip),",https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Nikon_Z_50_0.jpg/330px-Nikon_Z_50_0.jpg,5
Olympus OM-D E-M1X,Olympus,2019,https://en.wikipedia.org/wiki/Olympus_OM-D_E-M1X,2025-08-27T22:49:38.415035,2019,,Live MOS,,20.4MP,849g,2019 Feb 22,,,,[[Micro Four Thirds systemMicro Four Thirds]],,"The Olympus OM-D E-M1X is a professional mirrorless interchangeable-lens camera announced by Olympus Corporation in January 2019.
It succeeds the Olympus OM-D E-M1 Mark II, and includes dual TruePic VIII processor, liquid cooling, larger body with an integrated vertical grip with dials, dual batteries, 80 MP tripod composite shot mode, 50 MP handheld composite shot mode, field sensors, improved autofocus tracking, USB power and better built-in stabilization among its improvements.
Reviewers prai",https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Olympus_OM-D_E-M1X_27_Feb_2019c.jpg/330px-Olympus_OM-D_E-M1X_27_Feb_2019c.jpg,4
Olympus OM-D E-M5 Mark III,Olympus,2019,https://en.wikipedia.org/wiki/Olympus_OM-D_E-M5_Mark_III,2025-08-27T22:49:38.415038,2019,,,,,,,,,,,,"The Olympus OM-D E-M5 Mark III is the third iteration of the enthusiast-level mirrorless interchangeable-lens camera produced by Olympus on the Micro Four-Thirds system. The camera is the successor to the Olympus OM-D E-M5 Mark II and was released on November 15, 2019.
The E-M5 Mark III boasts the multi-shot high resolution mode introduced in the E-M5 Mark II, allowing the 20 MP sensor to produce 50 MP JPEG images or 80 MP raw images while on tripod. As with most Olympus Micro Four-Thirds camera",https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Olympus_OM-D_E-M5_Mark_III_4_mar_2020a.jpg/330px-Olympus_OM-D_E-M5_Mark_III_4_mar_2020a.jpg,0
Olympus Tough TG-6,Olympus,2019,https://en.wikipedia.org/wiki/Olympus_Tough_TG-6,2025-08-27T22:49:38.415040,2019,,CMOS,,4000×3000,253 g,,,,,,,"The Olympus Tough TG-6 is a compact waterproof digital camera announced by the Olympus Corporation on May 22, 2019. It differs from its predecessor, the Olympus Tough TG-5, by including new underwater modes, more macro photo options as well as a display with improved resolution.
The TG-6 is technically very similar to the Olympus TG-4 and TG-5. The physical dimensions of the TG-4, TG-5 and the TG-6 are identical.
The Olympus Tough TG-6's successor the OM System Tough TG-7 would be announced on S",https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Olympus_Tough_TG-6_front_view.jpg/330px-Olympus_Tough_TG-6_front_view.jpg,3
Sigma fp,Sigma,2019,https://en.wikipedia.org/wiki/Sigma_fp,2025-08-27T22:49:38.415042,2019,,CMOS,,6000×4000,370g,2019 October 25,ISO 100–25600,,,[[Leica L-mount]],,"The Sigma fp is a 24.6-megapixel full-frame mirrorless interchangeable-lens camera made by Sigma. It was publicly announced in July 2019 (2019-07) and launched on October 25, 2019 (2019-10-25) with a suggested retail price of US$1,899 (body only) at the time.
The Sigma fp is offered as a body only or in a body-and-lens kit package with a Sigma 45mm F2.8 DG DN prime lens at a suggested retail price of US$2,199.
The Sigma fp won the Good Design Gold Award in 2019.
The Sigma fp and fp L were discon",https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Sigma_fp_26_oct_2019c.jpg/330px-Sigma_fp_26_oct_2019c.jpg,5
Sony α7R IV,Sony,2019,https://en.wikipedia.org/wiki/Sony_α7R_IV,2025-08-27T22:49:38.415047,2019,,CMOS,,61MP,,2019-07-16,ISO 100–32000,,"$3,499",[[Sony E-mount]],,The Sony α7R IV (model ILCE-7RM4) is a full-frame mirrorless interchangeable-lens camera manufactured by Sony. It was announced on 16 July 2019 as the successor to the Sony α7R III launched two years prior.,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Sony_Alpha_7R_IV_body_with_Sony_Zeiss_55mm_lens.jpg/330px-Sony_Alpha_7R_IV_body_with_Sony_Zeiss_55mm_lens.jpg,5
Sony α6400,Sony,2019,https://en.wikipedia.org/wiki/Sony_α6400,2025-08-27T22:49:38.415051,2019,,,,,,,,,,,,"The Sony α6400 (model ILCE-6400) is a digital camera announced on January 15, 2019. It is an APS-C mirrorless interchangeable lens camera (MILC) designed to be a mid-range mirrorless camera and acts as the successor to the α6300. Intended to target the vlogging community, the α6400 features a flip-up screen and aggressive pricing. It features the same 24 megapixel sensor seen in the α6500. At the time of release, the two most capable cameras in the α6000 series of cameras were the α6400 and the ",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/2022-02-17_Sony_alpha_6400_IMG20220217210008.jpg/330px-2022-02-17_Sony_alpha_6400_IMG20220217210008.jpg,0
Sony α6600,Sony,2019,https://en.wikipedia.org/wiki/Sony_α6600,2025-08-27T22:49:38.415053,2019,,CMOS,,6000×4000,503g,August 2019,,,$1800,[[Sony E-mount]],,"The Sony α6600 (model ILCE-6600) is a mirrorless APS-C format digital camera introduced in August 2019.  It replaced the Sony α6500, launched in 2016, as Sony's flagship crop‑frame body.  The camera reviewed well for its fast and accurate autofocus.  Although primarily a stills camera, the α6600 can shoot video to good effect.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/2020-05_-_Sony_ILCE-6600_-_01.jpg/330px-2020-05_-_Sony_ILCE-6600_-_01.jpg,5
Canon EOS 850D,Canon,2020,https://en.wikipedia.org/wiki/Canon_EOS_850D,2025-08-27T22:49:38.937328,2020,,,,,,,,,,,,"The Canon EOS 850D, known in the Americas as the EOS Rebel T8i and in Japan as the EOS Kiss X10i, is a digital single-lens reflex camera announced by Canon on February 12, 2020. It is Canon's last APS-C DSLR camera, with the company shifting entirely to mirrorless cameras.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Canon_EOS_Kiss_X10i_8_Jul_2020a.jpg/330px-Canon_EOS_Kiss_X10i_8_Jul_2020a.jpg,0
Canon EOS C300 Mark III,Canon,2020,https://en.wikipedia.org/wiki/Canon_EOS_C300_Mark_III,2025-08-27T22:49:38.937349,2020,,,,,,,,,,,,"The Canon EOS C300 Mark III is Canon's second update to its first generation cinema camera, the Canon C300, and is part of the Canon Cinema EOS line. Its innovation was mainly a shift from the DIGIC-V to the DIGIC-VII processor. It was released in 2020.",,0
Canon EOS M50 Mark II,Canon,2020,https://en.wikipedia.org/wiki/Canon_EOS_M50_Mark_II,2025-08-27T22:49:38.937352,2020,,CMOS,,24.1MP,,Start date and age20201127dfyesbryes,ISO 100,,$779.99,[[Canon EF-M lens mountCanon EF-M]],,"The Canon EOS M50 Mark II, also known as the EOS Kiss M2 in Japan, is a 24.1 megapixels entry-mid-level mirrorless interchangeable-lens camera announced by Canon on October 14, 2020. 
As a part of their Mirrorless Canon EOS M Line, it is the successor to the Canon EOS M50, sitting above the entry-level Canon EOS M200 and below the enthusiast-oriented Canon EOS M6 Mark II.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/2018_04_EOS_M50_IMG_4611b.jpg/330px-2018_04_EOS_M50_IMG_4611b.jpg,5
Canon EOS R5,Canon,2020,https://en.wikipedia.org/wiki/Canon_EOS_R5,2025-08-27T22:49:38.937354,2020,,CMOS,,8192×5464,,"Announced July 9, 2020",ISO 100,,"$3,899",[[Canon RF mountCanon RF]],,"The Canon EOS R5 is a professional full-frame mirrorless interchangeable-lens camera officially announced by Canon on July 9, 2020 alongside the lower-resolution EOS R6 and various new RF mount lenses. While it is not a direct successor to any of Canon's previous mirrorless cameras, it does have clear improvements and advantages over the EOS R, namely: a new DIGIC X processor and sensor, 8K video capture, a new autofocus system, and the ability to take videos with 10-bit colours. The camera is a",https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Canon_EOS_R5_%28cropped%29.jpg/330px-Canon_EOS_R5_%28cropped%29.jpg,5
Canon EOS R6,Canon,2020,https://en.wikipedia.org/wiki/Canon_EOS_R6,2025-08-27T22:49:38.937357,2020,,CMOS,,5472×3648,,"July 09, 2020",ISO 100,,"$2,499.00",[[Canon RF mountCanon RF]],,"The Canon EOS R6 is an advanced full-frame mirrorless interchangeable-lens camera produced by Canon. The camera was announced by Canon on July 9, 2020, alongside the EOS R5.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Canon_R6_und_RF_85_2%2C0-8065.jpg/330px-Canon_R6_und_RF_85_2%2C0-8065.jpg,5
Canon EOS-1D X Mark III,Canon,2020,https://en.wikipedia.org/wiki/Canon_EOS-1D_X_Mark_III,2025-08-27T22:49:38.937360,2020,,CMOS,,5472×3648,,January 2020,,,$6499,[[Canon EF lens mountCanon EF]],Dual slots [[CFexpress]] card,"The Canon EOS-1D X Mark III is the company's 20-megapixel full-frame DSLR flagship camera, announced on January 6, 2020, by Canon. It is the successor to the Canon EOS-1D X Mark II, which was released on February 1, 2016.
The EOS-1D X Mark III is Canon's final full-frame DSLR camera, with the company shifting entirely to mirrorless cameras.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Canon_EOS-1DX_Mark_III.jpg/330px-Canon_EOS-1DX_Mark_III.jpg,4
Fujifilm X-S10,Fujifilm,2020,https://en.wikipedia.org/wiki/Fujifilm_X-S10,2025-08-27T22:49:38.937362,2020,,CMOS,,6240×4160,,Start date and age20201119,,,,[[Fujifilm X-mountFujifilm X]],"[[SD CardSD]], [[SDHC]], [[SDXC]], [[Ultra High SpeedUHS-I]]","The Fujifilm X-S10 is a mid-range mirrorless interchangeable-lens camera announced on October 15, 2020. It has a backside-illuminated X-Trans CMOS 4 APS-C sensor, an X-Processor 4 quad core processor, in-body image stabilization (IBIS) and uses the Fujifilm X-mount. The X-S10 is proposed as a hybrid camera aimed at still photographers, video shooters and vloggers, given its vlogger friendly features. It bears little relation to the Fujifilm X-S1 bridge camera released in 2011.
The camera is capa",https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Fujifilm_X-S10_25_nov_2020a.jpg/330px-Fujifilm_X-S10_25_nov_2020a.jpg,3
Fujifilm X-T4,Fujifilm,2020,https://en.wikipedia.org/wiki/Fujifilm_X-T4,2025-08-27T22:49:38.937364,2020,,CMOS,,6240×4160,,Start date and age20200428dfyesbryes,,,,[[Fujifilm X-mountFujifilm X]],"Dual Slot [[SD CardSD]], [[SDHC]], [[SDXC]] [[Video Speed ClassV90]], [[Ultra High SpeedUHS-II]], [[Ultra High SpeedUHS-I]]","The Fujifilm X-T4 is a mirrorless interchangeable-lens digital camera announced on February 25, 2020. It has a backside-illuminated X-Trans CMOS 4 APS-C sensor and an X-Processor 4 quad core processor and uses the Fujifilm X-mount. The X-T4 is a weather-resistant camera equipped with a higher-capacity battery designed to last longer than the X-T3. It is the successor to 2018's X-T3, which is a little smaller and lighter.
The X-T4 is capable of recording video in 4K resolution up to 60 fps with a",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Fujifilm_X-T4_29_apr_2020a.jpg/330px-Fujifilm_X-T4_29_apr_2020a.jpg,3
Fujifilm X-T200,Fujifilm,2020,https://en.wikipedia.org/wiki/Fujifilm_X-T200,2025-08-27T22:49:38.937367,2020,,CMOS,,6000×4000,,Start date and age20200123dfyesbryes,,,,[[Fujifilm X-mountFujifilm X]],"[[SD CardSD]], [[SDHC]], [[SDXC]] ([[Ultra High SpeedUHS]]-I)","The Fujifilm X-T200 is a mid-range mirrorless interchangeable-lens camera announced on January 22, 2020. The X-T200 is the successor to the Fujifilm X-T100, but most features of the X-A7 are carried over to the X-T200.
The camera is capable of recording video in 4K resolution in 30 fps. It can be had in either camera body only, or with the 15–45 mm f/3.5-5.6 OIS PZ lens. The camera is styled after an SLR camera and comes in 3 colors, silver, dark silver and champagne gold.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Fujifilm_X-T200_9_feb_2020b.jpg/330px-Fujifilm_X-T200_9_feb_2020b.jpg,3
Leica M10,Leica,2020,https://en.wikipedia.org/wiki/Leica_M10,2025-08-27T22:49:38.937369,2020,,CMOS,,,,,,,"$6,495",,"[[Secure DigitalSD]], [[Secure DigitalSDHCSDHC]], [[Secure DigitalSDXCSDXC]]","The Leica M10 is a full-frame digital rangefinder camera in Leica Camera AG's rangefinder M series. It accepts Leica M-mount lenses. The camera model was introduced on 19 January 2017. It is a successor to the Leica M (Typ 240); and has similarities to and differences from the Leica M (Typ 240), Leica M (Typ 262), and Leica M Monochrom. There are five variants of the M10 line—the M10, M10-P, M10-D, and M10 Monochrom and M10-R.",https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Leica_M10_black.jpg/330px-Leica_M10_black.jpg,2
Leica M10 Monochrom,Leica,2020,https://en.wikipedia.org/wiki/Leica_M10_Monochrom,2025-08-27T22:49:38.937371,2020,,CMOS,,,,,,,,,SD / SDHC / SDXC,"The Leica M10 Monochrom is a digital rangefinder camera manufactured by Leica Camera. It was released on 17 January 2020. A black and white only successor to the Leica M Monochrom and the Leica M Monochrom (Typ 246). The M10 Monochrom uses a full frame 40 Megapixels CMOS sensor that has no color filter array on the sensor. The Leica M10 Monochrom is physically similar to the Leica M10 and Leica M10-P with a dedicated ISO dial on the top plate. The ISO ranges from 160 to 100,000. The M10 Monochro",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Leica_M10_Monochrom_01.jpg/330px-Leica_M10_Monochrom_01.jpg,1
Nikon D6,Nikon,2020,https://en.wikipedia.org/wiki/Nikon_D6,2025-08-27T22:49:38.937373,2020,,CMOS,,5568×3712,450 g,Start date and age2020212dfyesbryes,,,"$6,499.95",[[Nikon F-mount]],Two [[CFexpress]] (Type-B) card slots,"The Nikon D6 is a full frame professional DSLR camera announced by Nikon Corporation on February 11, 2020, to succeed the D5 as its flagship DSLR. It has a resolution of 20.8 MP, like the D5. The D6 has a newer Expeed 6 processor that supports burst shooting at up to 14 fps. It has 105 cross type focus points.
The D6 was discontinued in May 2025.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Nikon_D6_11_jun_2022a.jpg/330px-Nikon_D6_11_jun_2022a.jpg,5
